iter	Logloss
346	0.07723304795
347	0.0770881577
348	0.07701510933
349	0.07698133547
350	0.07691199567
351	0.07688020927
352	0.07681703114
353	0.07673308488
354	0.07667592175
355	0.0765791066
356	0.07649634329
357	0.07642072641
358	0.07632042324
359	0.07625474384
360	0.07619329439
361	0.07613669233
362	0.07598626324
363	0.07590506291
364	0.07585260446
365	0.07577618718
366	0.07569604517
367	0.07566591198
368	0.07554098049
369	0.07545624098
370	0.07535244441
371	0.07529363428
372	0.07523380701
373	0.07512411927
374	0.07506529735
375	0.07500529235
376	0.07493385809
377	0.0748697249
378	0.0747450722
379	0.07466904007
380	0.07461015338
381	0.0745255536
382	0.07437810557
383	0.07430290792
384	0.07418324679
385	0.07407980281
386	0.07398465095
387	0.07383190738
388	0.07365452162
389	0.0735871714
390	0.07351996477
391	0.07343603061
392	0.07338113331
393	0.07329483269
394	0.07326619739
395	0.07319640546
396	0.07305427246
397	0.07305146194
398	0.0729819117
399	0.0728862095
400	0.07283712726
401	0.07275623741
402	0.07267967416
403	0.07250906584
404	0.07243411425
405	0.07238969483
406	0.07233163425
407	0.07227396989
408	0.07211930727
409	0.07206335096
410	0.07196386013
411	0.07190289241
412	0.07183399331
413	0.07179037804
414	0.07168927945
415	0.07163739767
416	0.07157192102
417	0.07147721396
418	0.07144586143
419	0.07139476213
420	0.07133767036
421	0.07126396117
422	0.07117350009
423	0.07110407577
424	0.07101475318
425	0.07098534308
426	0.07085780668
427	0.07077681522
428	0.07068755191
429	0.07063422589
430	0.07057240227
431	0.07047955276
432	0.07043243377
433	0.0703797791
434	0.07028681183
435	0.07022584611
436	0.07015075449
437	0.07009855264
438	0.0699821488
439	0.06993342753
440	0.06984101395
441	0.06977901613
442	0.06965756165
443	0.06959895858
444	0.06952411127
445	0.06945038815
446	0.06940929678
447	0.06929090862
448	0.06918961223
449	0.06913327613
450	0.06908311029
451	0.06903160063
452	0.06895547272
453	0.06889401205
454	0.06880301868
455	0.06875482486
456	0.06869811074
457	0.06866024115
458	0.06859917644
459	0.06856747232
460	0.06852434668
461	0.06846644056
462	0.06837799807
463	0.06831857439
464	0.06826096465
465	0.06821450692
466	0.0681706201
467	0.06813785744
468	0.06807286832
469	0.06803063272
470	0.06800033147
471	0.06796285253
472	0.06792196466
473	0.06785928526
474	0.06778665764
475	0.0677256947
476	0.06768271394
477	0.06765493458
478	0.06760845287
479	0.06756101257
480	0.06750055502
481	0.06743979726
482	0.06740486797
483	0.06732538681
484	0.06730833163
485	0.06725976062
486	0.06723126511
487	0.06719374241
488	0.06713886465
489	0.06709409954
490	0.06703120113
491	0.06696882261
492	0.06689521369
493	0.06686440921
494	0.06682586173
495	0.06677137077
496	0.0666317956
497	0.06661512978
498	0.06656295694
499	0.06652050567
500	0.06647194484
501	0.06642128494
502	0.06636680966
503	0.06633025014
504	0.06629758733
505	0.06622890467
506	0.06617375831
507	0.06613223366
508	0.06609431989
509	0.06606772108
510	0.06602227305
511	0.06592151017
512	0.06588257947
513	0.06586684823
514	0.06584372532
515	0.06581257011
516	0.06571463772
517	0.06566218356
518	0.06557376327
519	0.06553826509
520	0.06546917765
521	0.06540119255
522	0.06534057657
523	0.06532746363
524	0.06529231797
525	0.06525706453
526	0.06515712963
527	0.06510329947
528	0.06505267246
529	0.0649887383
530	0.06493269773
531	0.06487670934
532	0.06478500066
533	0.06473704221
534	0.06469468431
535	0.06462915776
536	0.06459689514
537	0.06453069608
538	0.06452138009
539	0.06443736651
540	0.06437181666
541	0.06432577258
542	0.06430905442
543	0.06425341274
544	0.06421023491
545	0.06418925605
546	0.06409119036
547	0.06404659087
548	0.06397088936
549	0.06391972993
550	0.06385059306
551	0.0638236561
552	0.06377781976
553	0.06373586989
554	0.06363953396
555	0.06360330829
556	0.06348823574
557	0.06344273817
558	0.06337635683
559	0.06330606448
560	0.06323963812
561	0.06317186135
562	0.06312107013
563	0.06305376999
564	0.06302848695
565	0.06298569956
566	0.06294202058
567	0.06286762357
568	0.06282503097
569	0.06277198917
570	0.0627165884
571	0.06267274076
572	0.06264180058
573	0.06262075367
574	0.06260989709
575	0.06255776761
576	0.06249392202
577	0.06244701116
578	0.06236464157
579	0.06234212785
580	0.06232280393
581	0.06224365942
582	0.06220237143
583	0.0621526335
584	0.06209919626
585	0.0620555053
586	0.06201092931
587	0.06197893918
588	0.06195058215
589	0.06189358518
590	0.06186831199
591	0.06179988544
592	0.06179561262
593	0.06176199555
594	0.06175148687
595	0.06168441848
596	0.06164263965
597	0.06161514934
598	0.06157067868
599	0.0615590879
600	0.06149599033
601	0.0614612058
602	0.06141354859
603	0.06131727657
604	0.06125113256
605	0.06123153164
606	0.06117071069
607	0.0611630498
608	0.06109460597
609	0.06105761292
610	0.06101713555
611	0.06095662973
612	0.06093462787
613	0.06087903665
614	0.06085325534
615	0.06084924728
616	0.0608042863
617	0.06077410432
618	0.06075867386
619	0.06070613607
620	0.06065282086
621	0.06059119033
622	0.06055686214
623	0.06054282819
624	0.06050147212
625	0.06043526301
626	0.06039614547
627	0.06035645041
628	0.06031760868
629	0.06025678404
630	0.06021071007
631	0.06016198948
632	0.06011141697
633	0.06008895601
634	0.06004495559
635	0.06001068036
636	0.0599627405
637	0.05988829691
638	0.05983226897
639	0.05979887501
640	0.05977096773
641	0.05972701858
642	0.05969935108
643	0.05965448047
644	0.05961427941
645	0.05958845462
646	0.05955309839
647	0.05948942751
648	0.05945376332
649	0.05942606916
650	0.05937114221
651	0.05934963236
652	0.05927361797
653	0.05924410569
654	0.05919631001
655	0.05915099419
656	0.05912035612
657	0.05907743958
658	0.05904377316
659	0.05897598467
660	0.058934778
661	0.05889431671
662	0.05883024282
663	0.05880925475
664	0.05876989374
665	0.05871177133
666	0.05868942586
667	0.05863910291
668	0.05859743979
669	0.05853522768
670	0.05846424464
671	0.0584506977
672	0.05841174393
673	0.05834052444
674	0.05830877312
675	0.05822527739
676	0.05817305862
677	0.05813614996
678	0.05808305138
679	0.05803565904
680	0.0579404781
681	0.05788377585
682	0.05785963133
683	0.05782946163
684	0.05780569631
685	0.0577562036
686	0.05768297611
687	0.05763833208
688	0.05753131913
689	0.05749648482
690	0.05744118048
691	0.05738748755
692	0.05735767415
693	0.05727927832
694	0.05724679876
695	0.05717531644
696	0.05716621701
697	0.05712335577
698	0.05709645504
699	0.05703255704
700	0.05696475299
701	0.05691693034
702	0.05688362035
703	0.05684857121
704	0.05682898707
705	0.05680567913
706	0.05670940294
707	0.05663848049
708	0.05655973428
709	0.05652434796
710	0.05646324218
711	0.05640422289
712	0.056381365
713	0.0563350565
714	0.05627008524
715	0.05625130275
716	0.05623827241
717	0.05617962174
718	0.05612888218
719	0.05610129406
720	0.05605467366
721	0.05598888452
722	0.05595287828
723	0.05587456313
724	0.05586599937
725	0.05584213178
726	0.05579557021
727	0.05575553837
728	0.05572329965
729	0.05566050726
730	0.05562243844
731	0.05556417166
732	0.05552251469
733	0.05548200684
734	0.0554189377
735	0.0554008172
736	0.05535678794
737	0.05530849412
738	0.05527241567
739	0.05522595603
740	0.05518846842
741	0.05514542027
742	0.05511802306
743	0.05507442815
744	0.05503848837
745	0.0549812381
746	0.0549416247
747	0.05486561491
748	0.05483285849
749	0.05481552547
750	0.05480276706
751	0.05473040496
752	0.05467235635
753	0.05465544421
754	0.05464755466
755	0.05464446727
756	0.05457908252
757	0.05453349582
758	0.05449830237
759	0.05442619187
760	0.05442314081
761	0.05441538955
762	0.05437734927
763	0.05431683775
764	0.05429790805
765	0.05423778637
766	0.05421312471
767	0.05412754151
768	0.05409023287
769	0.05404463346
770	0.05402812561
771	0.05398548082
772	0.05395072636
773	0.0539014302
774	0.05387183229
775	0.05385412589
776	0.05381553176
777	0.05376588644
778	0.0537381792
779	0.05368388006
780	0.05362734682
781	0.05362041994
782	0.05360619923
783	0.0535879583
784	0.0535707151
785	0.05354394696
786	0.05352848039
787	0.05349780033
788	0.05342120249
789	0.05338811193
790	0.05330473771
791	0.05327257718
792	0.05318724586
793	0.05318109543
794	0.05316295681
795	0.05313937229
796	0.05305372336
797	0.05300430902
798	0.05298802908
799	0.05296931875
800	0.05294196046
801	0.05288326601
802	0.0528637011
803	0.05284152322
804	0.05280336898
805	0.05277017336
806	0.05270589872
807	0.05267610455
808	0.0526501656
809	0.05262427568
810	0.05258732952
811	0.05249550538
812	0.05246789976
813	0.05243277833
814	0.0523687824
815	0.05233209146
816	0.05231383267
817	0.05228717173
818	0.05224475005
819	0.05221818649
820	0.05216168841
821	0.05207898437
822	0.05203081542
823	0.05198716647
824	0.05193227617
825	0.05191089999
826	0.05188537041
827	0.05180487168
828	0.05179813161
829	0.05178699798
830	0.0517366464
831	0.05171004072
832	0.05167141045
833	0.05161671254
834	0.05159881476
835	0.05158029009
836	0.05150993415
837	0.05147893528
838	0.05146080866
839	0.05142920197
840	0.05138674765
841	0.05131500035
842	0.05129018187
843	0.05124130294
844	0.05120216129
845	0.05111728237
846	0.05109337895
847	0.05106045989
848	0.05099337336
849	0.05096982473
850	0.05091179258
851	0.05085946982
852	0.05084563937
853	0.0508353074
854	0.05081531975
855	0.05076973323
856	0.05073738607
857	0.05069329796
858	0.0506614849
859	0.05063620637
860	0.05056007879
861	0.05054554536
862	0.05052004688
863	0.05045461553
864	0.05041828454
865	0.05039788332
866	0.05030164357
867	0.05025612598
868	0.05021094743
869	0.05019725935
870	0.050177418
871	0.05015101649
872	0.05013863734
873	0.0501158079
874	0.05009967661
875	0.05007602051
876	0.05002387704
877	0.04999698439
878	0.04992759582
879	0.04991481342
880	0.04989665674
881	0.04984819946
882	0.04980985342
883	0.04977863838
884	0.04974102235
885	0.04972085247
886	0.04966764006
887	0.04960405027
888	0.04956683158
889	0.04956100892
890	0.04954854865
891	0.04952573822
892	0.04949312229
893	0.04943276724
894	0.04939005106
895	0.04934947569
896	0.049334656
897	0.04931246117
898	0.04924777901
899	0.04923299258
900	0.04919256344
901	0.04916353232
902	0.04908121872
903	0.04905373715
904	0.04903656149
905	0.04903070886
906	0.0490097647
907	0.04899653704
908	0.04894663532
909	0.04892458848
910	0.04890364399
911	0.04883512496
912	0.04881133842
913	0.04877046633
914	0.04875626691
915	0.04871696414
916	0.04867394721
917	0.04864661794
918	0.04864112364
919	0.04856700336
920	0.04851945689
921	0.04847407872
922	0.04842185306
923	0.04837515732
924	0.04835399355
925	0.04833274368
926	0.04830732923
927	0.04827468304
928	0.04822449844
929	0.0482105215
930	0.04818003683
931	0.04816052638
932	0.04811985129
933	0.04810432786
934	0.04806997459
935	0.04804767451
936	0.0480033316
937	0.04797230255
938	0.04787487322
939	0.04782271464
940	0.04779533843
941	0.04774827413
942	0.04770085182
943	0.04765110055
944	0.04762996206
945	0.04762511483
946	0.04762046585
947	0.04760507485
948	0.04757631612
949	0.04754139366
950	0.04751055431
951	0.04748242884
952	0.0474329514
953	0.04738789996
954	0.04732686743
955	0.04725083989
956	0.04720803654
957	0.0471428545
958	0.0470893378
959	0.04705166472
960	0.04699398137
961	0.04697877338
962	0.04695102462
963	0.04691704002
964	0.04686758075
965	0.04685373019
966	0.04680755083
967	0.04678779646
968	0.04675369655
969	0.04670807634
970	0.04668445575
971	0.04661690927
972	0.04661065029
973	0.04657690111
974	0.04655598877
975	0.04651182733
976	0.04649375994
977	0.04647293746
978	0.04641495881
979	0.04634719277
980	0.04632041526
981	0.04628971718
982	0.04626685618
983	0.04622071283
984	0.0462016837
985	0.04615478202
986	0.04612685239
987	0.04608976296
988	0.04601052138
989	0.0459643947
990	0.0459399479
991	0.04591760785
992	0.04587001128
993	0.04585811025
994	0.04583011708
995	0.04579086603
996	0.0457276393
997	0.04571471235
998	0.04567311853
999	0.04563134002
